employee_id,base_salary,bonus,salary_band,compa_ratio,last_comp_review_date
16569,89396,2685.69,Band E,0.84,2024-06-20
16570,200742,32043.62,Band E,1.1,2025-05-27
16571,186464,22059.56,Band C,1.18,2025-06-01
16572,131583,4102.46,Band C,0.77,2025-12-14
16573,75155,13304.88,Band E,0.77,2025-10-25
16574,127906,8188.11,Band B,1.08,2026-01-13
16575,147413,11943.34,Band E,0.87,2024-12-10
16576,158156,19717.37,Band E,0.99,2025-01-16
16577,131052,23063.63,Band E,1.12,2026-04-14
16578,76153,2484.32,Band B,1.0,2025-11-08
16579,83592,15115.87,Band D,1.24,2025-05-08
16580,130173,10698.11,Band C,1.03,2026-04-13
16581,155183,27172.13,Band B,0.95,2025-12-10
16582,202736,16557.32,Band D,0.8,2026-01-06
16583,197201,10395.7,Band E,0.98,2025-08-11
16584,140697,18130.82,Band D,1.0,2025-09-25
16585,166778,5532.54,Band A,1.25,2025-11-25
16586,157945,24192.0,Band B,0.95,2026-05-19
16587,69788,6892.67,Band C,1.12,2025-12-04
16588,85883,12287.49,Band D,1.01,2026-04-20
16589,76792,6320.37,Band C,1.17,2025-07-05
16590,72794,10493.23,Band A,1.1,2026-02-16
16591,148666,26938.45,Band D,0.83,2024-11-15
16592,158607,6132.85,Band E,1.1,2025-12-27
16593,176241,24437.52,Band A,1.04,2024-11-02
16594,157157,23427.88,Band B,0.92,2024-11-10
16595,106719,3282.28,Band E,1.2,2024-07-05
16596,55439,8865.46,Band A,1.02,2025-03-19
16597,94607,15373.25,Band D,1.25,2024-09-17
16598,154402,25418.99,Band E,0.78,2025-07-07
16599,74382,13154.74,Band B,1.11,2026-03-13
16600,122657,6606.0,Band A,0.95,2024-10-05
16601,89530,14885.94,Band D,1.05,2025-02-28
16602,108155,9952.67,Band B,0.87,2025-06-16
16603,197952,36954.54,Band E,1.05,2024-11-26
16604,104751,13128.2,Band B,1.24,2025-12-04
16605,197998,17405.44,Band B,1.13,2025-06-15
16606,156002,26385.58,Band A,1.04,2025-03-05
16607,102064,16693.14,Band D,1.07,2024-11-28
16608,209014,36007.67,Band E,1.2,2025-11-27
16609,107903,8903.92,Band D,1.16,2025-05-17
16610,182549,17618.57,Band E,0.94,2025-03-10
16611,144473,22134.09,Band A,1.01,2025-10-28
16612,87292,7454.01,Band C,0.82,2025-09-25
16613,96853,15658.04,Band E,1.14,2025-01-20
16614,201901,29043.57,Band A,0.77,2025-01-13
16615,80600,8130.39,Band B,0.76,2025-09-09
16616,123195,19167.38,Band B,1.05,2024-10-01
16617,83572,8768.09,Band E,1.04,2025-07-27
16618,177353,7796.73,Band A,1.09,2025-12-06
16619,84514,16114.86,Band A,0.97,2024-07-04
16620,171269,29164.7,Band B,0.87,2025-06-08
16621,151707,17672.47,Band B,0.77,2025-03-01
16622,92343,15987.97,Band C,0.96,2026-01-01
16623,189851,33928.39,Band E,1.01,2025-10-24
16624,185504,14799.72,Band A,1.14,2026-05-09
16625,61465,4555.82,Band D,0.87,2025-10-22
16626,115938,3842.76,Band A,0.81,2024-10-11
16627,177894,24694.56,Band D,0.85,2024-07-05
16628,71755,3414.63,Band D,1.1,2024-11-08
16629,87021,11045.52,Band D,1.13,2025-09-05
16630,162041,23497.02,Band D,0.97,2026-04-09
16631,122219,8100.45,Band B,0.91,2026-01-27
16632,201463,30028.74,Band A,1.15,2024-08-19
16633,100380,12292.91,Band A,1.09,2025-06-21
16634,128337,23813.47,Band C,0.91,2025-01-08
16635,76450,14195.37,Band D,0.8,2025-03-07
16636,146576,10675.54,Band C,0.93,2024-06-22
16637,67770,5414.48,Band B,1.19,2025-09-20
16638,74214,6623.92,Band E,1.22,2026-01-26
16639,122864,7734.56,Band B,0.93,2024-06-06
16640,178784,8087.53,Band E,1.04,2024-10-16
16641,86298,4291.71,Band A,1.08,2025-06-23
16642,93805,13513.25,Band B,0.92,2026-05-08
16643,152731,12481.37,Band E,1.21,2025-06-01
16644,165245,10731.04,Band B,0.78,2024-11-29
16645,119986,20311.51,Band A,0.9,2026-05-19
16646,154700,5521.03,Band D,0.9,2026-04-30
16647,165399,31907.09,Band D,0.8,2026-01-03
16648,197146,23952.8,Band C,1.22,2025-07-05
16649,98145,6060.85,Band B,1.23,2026-03-19
16650,164228,16720.63,Band C,0.81,2025-10-20
16651,132336,17355.82,Band B,0.84,2025-04-19
16652,55353,9246.41,Band A,0.88,2025-02-09
16653,183183,32508.73,Band C,0.76,2025-04-13
16654,198995,6634.87,Band D,1.25,2024-12-01
16655,173158,6684.0,Band C,0.92,2024-09-17
16656,174024,34321.28,Band D,1.1,2025-06-16
16657,150555,9081.47,Band C,0.78,2025-12-17
16658,125106,11036.19,Band A,0.91,2026-04-12
16659,165338,23414.51,Band C,1.06,2025-06-19
16660,58662,3192.06,Band D,1.13,2025-05-27
16661,73575,13676.39,Band B,1.2,2026-01-06
16662,126422,18028.44,Band C,1.21,2025-08-22
16663,204396,23082.45,Band C,0.9,2024-11-22
16664,110204,19179.76,Band C,0.76,2024-12-21
16665,108344,14542.17,Band E,1.1,2024-09-22
16666,119626,7906.17,Band B,0.99,2025-12-26
16667,93278,5389.27,Band B,1.14,2025-11-21
16668,138841,18094.28,Band B,1.03,2025-12-13
16669,208359,40461.55,Band E,0.86,2025-09-03
16670,139063,23935.87,Band B,0.95,2025-06-10
16671,64526,6284.52,Band B,0.84,2026-01-18
16672,84438,11387.61,Band E,1.12,2025-03-11
16673,86066,14948.89,Band D,0.79,2025-02-06
16674,101891,10231.09,Band C,0.87,2025-07-27
16675,158462,7579.18,Band D,0.83,2026-05-15
16676,97773,7653.49,Band A,0.81,2025-06-14
16677,139347,24445.54,Band A,1.07,2025-09-04
16678,78535,8946.35,Band A,1.19,2025-01-31
16679,186621,8127.79,Band D,1.02,2024-09-23
16680,191603,15484.74,Band C,1.25,2025-09-08
16681,94095,18552.85,Band C,1.0,2025-09-20
16682,177061,26711.26,Band A,1.12,2025-04-23
16683,109984,14362.69,Band D,0.9,2024-11-27
16684,187806,14257.97,Band A,1.14,2024-10-29
16685,131255,24186.84,Band C,1.21,2025-06-18
16686,165805,20626.04,Band E,0.89,2025-04-22
16687,121997,21410.79,Band A,1.0,2026-05-18
16688,64120,7912.91,Band C,0.82,2025-03-05
16689,146260,23246.33,Band D,1.02,2025-07-22
16690,169520,26906.68,Band D,0.78,2026-03-07
16691,198331,26081.05,Band D,1.18,2024-07-13
16692,110284,7518.41,Band A,1.0,2026-03-10
16693,191683,15044.23,Band B,0.96,2025-10-20
16694,134078,16946.1,Band D,0.96,2024-10-23
16695,75311,3196.15,Band C,1.06,2024-12-05
16696,158661,30462.97,Band D,0.98,2025-04-09
16697,74597,4742.38,Band E,1.18,2024-10-29
16698,167801,9427.94,Band C,1.18,2025-04-24
16699,109838,15522.3,Band C,0.88,2025-08-07
16700,125066,5218.1,Band C,0.87,2026-03-16
16701,140719,19844.38,Band A,0.92,2024-09-06
16702,155424,30695.31,Band A,1.07,2025-12-13
16703,69409,2949.24,Band D,0.81,2025-05-26
16704,74884,12365.59,Band E,0.79,2025-10-29
16705,85981,10870.44,Band D,1.11,2025-10-06
16706,175802,13864.09,Band E,0.83,2025-01-04
16707,79691,14063.03,Band D,0.91,2025-01-30
16708,151997,25748.33,Band B,0.87,2025-05-03
16709,98037,17689.52,Band B,0.83,2026-03-26
16710,177668,20192.86,Band E,1.09,2025-08-21
16711,201647,18168.96,Band E,0.9,2025-10-23
16712,197860,15949.42,Band D,1.21,2026-05-03
16713,94940,13399.3,Band A,0.84,2024-10-01
16714,160167,27053.79,Band E,1.08,2024-08-08
16715,197872,25287.46,Band D,0.84,2024-11-05
16716,141882,18706.73,Band C,0.87,2025-12-30
16717,165803,10604.54,Band A,1.19,2025-03-20
16718,92265,5714.92,Band C,1.21,2026-02-12
16719,141764,19161.61,Band A,0.76,2025-05-15
16720,97729,5149.9,Band C,1.07,2024-10-22
16721,153976,7737.87,Band C,1.14,2024-07-28
16722,56603,11291.14,Band C,0.9,2025-02-11
16723,189235,26653.2,Band E,1.14,2024-10-05
16724,185970,7693.1,Band E,0.83,2025-07-29
16725,110871,3542.34,Band B,1.22,2024-08-25
16726,59862,7126.75,Band A,0.84,2024-10-26
16727,58595,7168.13,Band C,0.93,2026-04-02
16728,156717,11692.04,Band B,0.84,2024-10-17
16729,133502,10466.27,Band D,0.96,2024-11-21
16730,143692,26833.73,Band B,0.84,2026-01-20
16731,69480,10712.65,Band E,1.05,2025-04-10
16732,56158,2068.82,Band C,1.15,2026-03-26
16733,58286,10744.8,Band C,1.22,2024-11-02
16734,84436,13726.69,Band B,0.87,2025-02-07
16735,92507,8244.02,Band C,0.79,2024-09-23
16736,55809,2201.31,Band D,1.19,2026-03-22
16737,208680,24377.78,Band A,0.96,2026-05-18
16738,99614,16778.58,Band E,0.92,2024-12-12
16739,144753,15999.62,Band A,1.15,2024-11-29
16740,197836,13571.16,Band C,0.76,2025-05-14
16741,158308,17056.79,Band A,0.91,2024-10-23
16742,60878,5097.72,Band E,0.96,2025-03-21
16743,84984,10226.53,Band E,1.18,2025-01-31
16744,188834,29896.87,Band B,0.82,2024-07-20
16745,138085,17675.5,Band D,1.24,2025-08-24
16746,119366,6445.45,Band D,1.05,2026-02-20
16747,90822,8290.54,Band D,1.13,2025-08-17
16748,146263,11089.57,Band B,1.08,2025-08-16
16749,126154,16590.76,Band E,1.17,2025-01-24
16750,138958,5462.97,Band A,0.83,2025-12-29
16751,106898,21343.48,Band E,1.08,2025-11-27
16752,72407,13586.97,Band C,1.13,2025-07-09
16753,139184,15694.93,Band A,1.03,2024-06-13
16754,185570,17032.04,Band B,0.77,2024-12-25
16755,188279,20745.14,Band E,0.89,2025-09-25
16756,114059,11782.95,Band D,1.19,2025-04-27
16757,161290,21007.99,Band B,1.15,2025-01-29
16758,96255,11114.36,Band A,0.86,2025-12-02
16759,118231,5563.33,Band B,1.12,2026-04-17
16760,171585,11548.85,Band C,0.77,2024-08-31
16761,93862,13684.67,Band B,0.99,2025-12-14
16762,87906,3156.29,Band E,1.07,2025-05-04
16763,194344,10033.93,Band E,0.81,2026-01-31
16764,132359,8746.22,Band E,1.06,2024-09-21
16765,98908,11364.61,Band E,1.25,2024-06-29
16766,113518,17955.51,Band D,1.07,2025-03-21
16767,83760,3632.07,Band E,0.75,2024-11-12
16768,174435,9053.92,Band A,0.98,2025-01-29
16769,168033,30567.54,Band C,1.23,2026-04-19
16770,59906,7881.88,Band A,1.22,2025-02-26
16771,111708,7692.67,Band D,0.78,2024-12-02
16772,86710,12553.63,Band D,0.92,2025-03-24
16773,178943,21124.35,Band C,1.06,2024-10-12
16774,132359,25972.05,Band D,1.19,2024-07-20
16775,176487,13765.77,Band C,0.95,2025-10-30
16776,93607,7512.52,Band E,0.77,2024-09-02
16777,177332,11489.42,Band C,0.78,2026-03-24
16778,56774,1910.87,Band B,1.1,2026-05-30
16779,66135,2358.15,Band E,1.15,2025-10-18
16780,172887,30990.45,Band D,1.18,2026-03-09
16781,112277,5089.85,Band A,0.83,2025-11-06
16782,137638,11317.63,Band C,0.83,2025-01-01
16783,132343,9372.09,Band C,1.01,2024-06-26
16784,167370,14174.27,Band E,0.89,2026-03-28
16785,152241,18474.21,Band E,0.97,2025-05-22
16786,167933,17228.56,Band A,0.81,2024-07-24
16787,125325,21997.17,Band B,1.06,2024-10-30
16788,167547,24189.8,Band A,1.03,2025-12-31
16789,64325,4562.98,Band A,1.04,2024-10-16
16790,188393,37135.69,Band C,0.8,2025-05-30
16791,139817,25116.62,Band B,1.11,2024-06-17
16792,102205,6506.59,Band E,1.24,2024-06-24
16793,75711,6302.17,Band C,0.99,2025-12-03
16794,185703,20209.25,Band B,1.04,2025-09-09
16795,88337,10870.44,Band C,0.82,2025-05-01
16796,94652,4903.69,Band B,1.06,2024-10-06
16797,97293,8490.71,Band C,0.97,2026-03-19
16798,207790,31877.13,Band B,0.85,2025-09-02
16799,185871,5990.65,Band C,0.77,2026-05-10
16800,135404,12006.71,Band A,0.9,2025-09-30
16801,86197,4043.87,Band D,1.06,2024-10-04
16802,84248,16819.18,Band D,1.13,2024-07-07
16803,154900,28850.78,Band E,0.8,2026-02-15
16804,81650,12080.21,Band E,0.77,2024-11-28
16805,135926,12784.62,Band E,0.8,2024-11-15
16806,135183,14828.19,Band B,1.16,2025-10-07
16807,69969,11214.37,Band C,0.81,2025-12-13
16808,67382,3944.68,Band C,0.84,2025-06-18
16809,208805,32685.57,Band A,1.05,2026-03-08
16810,204233,34593.81,Band C,1.07,2025-09-03
16811,107500,16388.24,Band A,0.85,2026-04-21
16812,79336,10898.85,Band B,0.87,2025-12-30
16813,185712,27697.46,Band A,0.77,2024-10-25
16814,125099,19395.94,Band A,1.07,2026-01-01
16815,56911,7820.33,Band D,0.79,2026-02-13
16816,181087,27461.3,Band D,1.01,2024-08-21
16817,197894,30020.49,Band D,0.91,2025-07-12
16818,138469,10772.58,Band E,1.24,2025-12-25
16819,209876,40019.5,Band D,1.21,2024-08-07
16820,106818,19178.03,Band D,0.77,2025-08-13
16821,140454,8680.71,Band B,0.96,2024-12-06
16822,81070,8387.83,Band A,0.78,2026-04-14
16823,132322,24080.94,Band D,0.78,2025-03-31
16824,166076,20562.13,Band A,0.85,2025-09-03
16825,164522,17407.52,Band A,0.75,2024-12-12
16826,82356,3118.46,Band E,0.91,2025-11-10
16827,181434,12153.24,Band A,0.78,2025-12-27
16828,132923,4115.81,Band E,1.14,2025-11-14
16829,124172,15951.13,Band C,1.12,2024-06-21
16830,131185,22822.53,Band D,1.21,2024-12-15
16831,88161,12355.08,Band A,1.12,2024-09-29
16832,94500,10387.54,Band A,1.1,2026-05-16
16833,114259,9531.08,Band A,0.95,2025-10-01
16834,108202,14506.2,Band E,0.85,2026-05-17
16835,107242,8896.1,Band A,1.05,2024-11-07
16836,149163,9153.85,Band E,0.84,2025-01-07
16837,179190,16834.86,Band B,1.22,2025-07-08
16838,83158,10601.79,Band C,0.85,2025-02-21
16839,203012,35418.51,Band B,0.87,2025-04-23
16840,107490,13331.19,Band D,1.09,2026-03-15
16841,185928,27039.58,Band D,1.12,2025-10-06
16842,109363,16736.8,Band D,0.97,2025-04-06
16843,55337,8336.26,Band C,1.12,2026-01-01
16844,133785,19405.15,Band C,1.16,2026-01-24
16845,70887,5670.46,Band D,0.77,2025-08-22
16846,168406,5287.37,Band E,0.82,2025-03-10
16847,155363,5644.83,Band C,1.02,2025-12-15
16848,175894,30558.58,Band A,1.21,2025-12-19
16849,71836,3753.84,Band D,1.14,2024-08-21
16850,209021,9755.33,Band D,0.78,2026-05-06
16851,70177,6588.23,Band E,0.89,2025-02-04
16852,70749,13681.63,Band B,1.21,2025-12-17
16853,83485,7051.95,Band E,1.06,2025-11-03
16854,93334,18583.14,Band B,1.05,2024-10-28
16855,118972,4337.83,Band D,1.16,2024-08-17
16856,66100,7951.82,Band C,0.76,2026-05-29
16857,165484,25351.56,Band B,1.11,2025-04-02
16858,143223,11228.37,Band A,1.0,2026-02-03
16859,131154,7242.09,Band E,1.22,2025-07-18
16860,124053,15952.03,Band A,0.93,2025-02-19
16861,76558,3658.93,Band C,1.21,2025-06-13
16862,182542,30514.55,Band C,0.78,2025-12-26
16863,191400,13771.45,Band C,0.99,2025-12-21
16864,102134,11962.84,Band B,1.16,2025-01-11
16865,181802,8937.28,Band B,1.08,2024-06-17
16866,189688,7147.63,Band C,1.16,2024-11-16
16867,205825,6597.95,Band B,1.12,2026-04-25
16868,129224,5319.79,Band E,1.08,2026-01-13
16869,110110,14233.3,Band B,0.8,2026-03-23
16870,200324,39946.66,Band A,0.91,2024-09-23
16871,154013,25076.59,Band C,1.13,2024-10-24
16872,184199,27726.15,Band B,0.8,2025-12-31
16873,150821,12690.04,Band D,1.12,2025-08-03
16874,162261,11914.3,Band C,0.86,2025-09-13
16875,132066,9305.1,Band E,1.03,2024-08-28
16876,84328,15311.07,Band A,1.12,2024-08-18
16877,73895,3558.98,Band B,0.99,2025-08-04
16878,199032,10136.54,Band B,1.05,2025-07-11
16879,157883,8770.7,Band C,0.88,2024-07-03
16880,121336,19306.63,Band D,0.81,2025-01-11
16881,96508,3010.8,Band D,1.11,2024-07-19
16882,87896,9363.08,Band D,1.19,2025-11-29
16883,83449,13283.06,Band C,1.04,2025-09-29
16884,65483,6707.41,Band B,1.13,2026-01-06
16885,196291,30929.53,Band E,1.14,2024-07-14
16886,66370,3994.44,Band D,0.87,2024-11-30
16887,69044,2851.13,Band B,0.84,2024-12-13
16888,181994,23008.77,Band A,1.18,2025-01-16
16889,139097,11589.85,Band D,0.85,2025-01-26
16890,189018,25759.11,Band D,0.81,2024-10-03
16891,66013,2640.96,Band A,0.77,2026-02-24
16892,174320,28831.22,Band A,0.77,2025-02-26
16893,140544,18129.62,Band C,0.8,2026-05-04
16894,138236,19763.02,Band E,1.0,2026-02-22
16895,135657,11600.53,Band A,0.92,2024-12-20
16896,108504,9520.78,Band C,0.9,2025-07-12
16897,167816,18779.33,Band B,1.05,2024-06-04
16898,203480,31752.36,Band A,1.06,2026-01-22
16899,134881,20855.07,Band D,0.86,2024-07-21
16900,177782,10153.73,Band C,1.19,2024-06-15
16901,58298,11443.5,Band A,0.83,2025-07-14
16902,55194,2178.18,Band B,1.09,2025-05-29
16903,115836,5729.78,Band E,0.92,2025-05-10
16904,161193,31720.97,Band A,0.98,2025-04-03
16905,171778,25932.37,Band B,1.19,2024-08-01
16906,88509,14523.13,Band E,1.11,2024-08-19
16907,70988,9569.15,Band A,1.22,2025-11-05
16908,196556,14192.79,Band E,0.79,2025-12-24
16909,193987,24448.25,Band E,0.98,2024-10-14
16910,72105,11284.76,Band D,0.84,2025-11-09
16911,83028,5310.66,Band D,1.24,2025-11-20
16912,129301,7314.15,Band C,1.07,2024-07-30
16913,191418,33117.36,Band C,0.83,2025-04-29
16914,140606,25058.01,Band A,0.83,2026-05-07
16915,164418,11802.17,Band A,1.11,2024-07-04
16916,172920,31161.39,Band D,1.08,2026-03-13
16917,132661,22910.22,Band D,1.13,2024-09-04
16918,121605,19525.3,Band A,1.21,2025-09-09
16919,159522,17743.47,Band B,1.07,2025-06-04
16920,144590,14569.89,Band A,0.83,2024-11-27
16921,118202,12730.47,Band D,0.86,2024-06-13
16922,186766,20531.83,Band A,0.82,2025-10-29
16923,100998,13166.61,Band A,0.85,2026-01-01
16924,120982,17517.68,Band B,1.05,2025-12-10
16925,161941,14310.51,Band B,1.19,2024-11-24
16926,205479,19861.5,Band C,1.18,2024-07-17
16927,191284,20562.89,Band B,1.02,2025-12-31
16928,143451,4544.33,Band B,0.94,2024-12-03
16929,152571,25467.23,Band A,1.12,2026-04-18
16930,61489,2935.69,Band B,0.83,2024-07-03
16931,159905,19017.06,Band C,1.16,2025-12-05
16932,91927,8045.24,Band E,1.06,2024-09-24
16933,59804,5828.63,Band C,0.99,2024-11-05
16934,117625,16084.37,Band D,0.95,2025-11-19
16935,152750,5390.49,Band E,0.78,2025-04-03
16936,147124,22146.33,Band C,0.97,2025-02-23
16937,169552,16468.33,Band A,1.15,2026-04-22
16938,59221,11643.07,Band C,1.19,2025-09-28
16939,134634,9351.54,Band D,0.77,2025-06-17
16940,59565,2170.8,Band E,1.06,2026-01-14
16941,166159,23890.07,Band A,0.83,2026-04-26
16942,97266,6860.35,Band C,0.94,2026-04-19
16943,148522,13952.22,Band A,1.1,2026-03-01
16944,61693,2669.36,Band B,0.98,2024-09-19
16945,117398,11453.74,Band B,1.03,2024-12-24
16946,154245,29660.83,Band E,1.24,2024-10-15
16947,174864,9180.31,Band A,1.25,2024-10-15
16948,192933,35766.71,Band C,0.86,2026-01-19
16949,200414,13964.49,Band B,0.81,2026-01-02
16950,135332,13424.97,Band B,0.92,2025-01-27
16951,140362,25773.93,Band A,1.05,2026-01-02
16952,79488,6483.62,Band D,1.01,2024-11-01
16953,111348,13106.62,Band B,0.79,2025-04-17
16954,83182,14964.18,Band A,0.93,2025-06-12
16955,121281,8031.29,Band E,0.83,2025-01-16
16956,63791,2992.02,Band E,1.22,2026-02-13
16957,111871,18377.71,Band E,0.85,2024-09-18
16958,80488,11751.2,Band A,0.93,2025-12-05
16959,66660,5934.83,Band A,1.18,2024-10-06
16960,167140,8331.66,Band B,0.88,2025-09-10
16961,69321,11005.72,Band C,1.25,2025-06-15
16962,194852,30067.9,Band A,1.02,2025-05-28
16963,175059,28857.67,Band A,0.95,2026-02-16
16964,121037,22720.67,Band B,0.98,2024-11-14
16965,153714,11946.97,Band A,1.03,2025-01-23
16966,74157,9252.4,Band E,1.23,2024-11-26
16967,75801,7377.36,Band D,1.08,2025-12-08
16968,129394,17975.37,Band C,1.1,2024-07-14
16969,64398,10488.78,Band C,1.2,2025-11-08
16970,121924,14604.6,Band A,0.8,2025-01-25
16971,195320,20667.55,Band A,0.96,2025-12-18
16972,172622,15479.54,Band D,1.02,2025-10-16
16973,141931,22688.74,Band B,0.88,2024-10-28
16974,204028,6525.26,Band C,0.75,2025-10-20
16975,160622,29970.36,Band E,1.2,2024-07-06
16976,195656,15512.26,Band D,1.17,2025-06-29
16977,63960,6226.17,Band D,1.08,2025-07-16
16978,84084,3129.05,Band D,1.1,2025-07-25
16979,76175,10028.64,Band B,1.08,2024-06-02
16980,151293,19642.35,Band D,0.87,2026-04-07
16981,139411,9338.63,Band C,0.8,2026-05-01
16982,72969,8247.96,Band D,0.94,2025-08-28
16983,108068,6985.36,Band C,0.81,2025-11-15
16984,101993,5400.83,Band B,0.88,2024-11-22
16985,202321,20666.78,Band E,0.83,2024-11-14
16986,188087,22358.4,Band E,1.2,2025-10-11
16987,198046,38809.32,Band C,1.05,2026-04-05
16988,75794,8300.67,Band A,0.86,2025-06-12
16989,61756,5902.53,Band B,1.08,2024-12-13
16990,180635,16210.89,Band E,0.92,2026-05-19
16991,69107,8231.35,Band C,0.8,2025-02-03
16992,195326,18028.17,Band C,1.05,2025-12-11
16993,86006,16809.69,Band B,1.15,2025-08-07
16994,73978,7302.4,Band D,0.76,2025-08-29
16995,194675,36601.26,Band E,1.2,2025-07-30
16996,126776,24407.75,Band A,0.81,2026-01-06
16997,120325,23869.66,Band E,0.97,2024-11-05
16998,81058,5984.35,Band E,0.85,2024-07-28
16999,74622,4978.65,Band D,0.9,2024-06-05
17000,86629,7624.23,Band C,1.01,2024-09-21
17001,152182,15117.49,Band C,1.07,2025-09-20
17002,78444,5776.42,Band E,0.8,2024-11-11
17003,186168,33598.06,Band B,0.88,2025-08-03
17004,158028,24568.07,Band E,1.01,2025-05-25
17005,204815,25607.67,Band E,0.83,2025-06-09
17006,192177,17190.49,Band E,1.03,2024-11-12
17007,110581,20343.38,Band A,0.86,2025-12-19
17008,176073,18976.2,Band B,1.11,2026-03-11
17009,102684,12440.49,Band A,1.12,2025-11-02
17010,114976,8115.64,Band D,0.89,2025-01-26
17011,73996,10215.52,Band E,0.82,2025-10-20
17012,169896,33766.06,Band D,1.03,2025-06-06
17013,157180,8759.43,Band C,1.19,2024-10-07
17014,93553,5507.35,Band A,1.09,2025-07-09
17015,204630,6985.37,Band D,1.23,2024-10-18
17016,134085,24235.48,Band E,0.8,2025-01-27
17017,156106,19838.79,Band E,0.84,2024-09-15
17018,209206,34077.78,Band C,1.07,2024-11-20
17019,125781,13772.34,Band E,1.19,2025-03-02
17020,150539,13460.96,Band E,0.8,2024-10-16
17021,131148,24757.06,Band E,1.02,2026-03-04
17022,138832,22032.59,Band A,0.98,2025-12-13
17023,96183,2920.55,Band B,1.24,2026-05-25
17024,177154,20684.44,Band D,0.93,2025-06-04
17025,58644,3509.13,Band C,0.79,2025-04-03
17026,120315,15763.02,Band C,1.16,2025-07-07
17027,91375,5122.32,Band C,0.83,2025-05-05
17028,206570,10416.16,Band A,0.87,2025-03-03
17029,58415,3504.14,Band D,0.79,2025-07-19
17030,123487,10779.5,Band E,0.99,2025-12-20
17031,157353,29218.25,Band C,1.22,2024-12-23
17032,120008,9510.2,Band C,0.93,2025-09-03
17033,202217,34216.0,Band C,1.15,2024-07-15
17034,61616,8626.15,Band C,1.03,2026-02-05
17035,64774,8768.13,Band B,0.81,2025-12-23
17036,109508,5074.66,Band B,0.78,2026-01-18
17037,136816,14836.2,Band C,0.83,2026-02-12
17038,84010,10129.51,Band C,1.15,2025-05-05
17039,70775,12559.24,Band B,0.89,2026-03-01
17040,106113,13573.64,Band A,0.9,2025-06-25
17041,167632,6248.2,Band C,1.08,2024-10-07
17042,100512,6570.52,Band B,1.14,2025-01-03
17043,205935,10960.02,Band E,1.18,2024-10-21
17044,132298,24718.92,Band A,0.84,2024-07-21
17045,110045,8701.97,Band D,0.88,2024-11-10
17046,149876,25785.17,Band A,0.94,2026-01-04
17047,168840,7251.84,Band C,1.06,2024-12-25
17048,61151,7507.91,Band B,0.86,2025-02-26
17049,79998,5989.24,Band A,1.09,2025-02-11
17050,151263,9981.0,Band D,0.94,2025-06-19
17051,157159,10886.14,Band B,1.23,2025-01-20
17052,200126,9376.5,Band B,1.08,2025-07-19
17053,140022,24630.67,Band E,1.22,2026-04-17
17054,82037,4911.69,Band C,1.15,2024-10-12
17055,189444,15431.16,Band A,1.21,2025-10-11
17056,100380,4253.92,Band A,0.8,2024-07-08
17057,208829,39571.05,Band A,1.21,2025-03-20
17058,183727,6143.66,Band D,1.05,2025-03-02
17059,105420,19351.68,Band D,0.79,2025-04-26
17060,67263,12052.5,Band A,1.06,2025-07-29
17061,76278,9327.46,Band A,1.01,2025-05-05
17062,150859,17002.09,Band D,1.21,2024-12-12
17063,186083,31224.76,Band B,1.04,2024-07-29
17064,97259,15249.46,Band D,1.08,2025-11-02
17065,165425,7602.12,Band A,0.82,2024-10-09
17066,179006,31645.38,Band E,0.99,2025-08-19
17067,82485,4910.8,Band C,1.09,2024-07-03
17068,130915,17734.77,Band E,0.77,2025-06-26
17069,122277,23387.56,Band E,1.16,2025-02-17
17070,59931,5111.58,Band A,0.91,2025-03-27
17071,94420,5307.11,Band C,1.0,2025-08-12
17072,110447,14437.34,Band C,1.12,2026-01-18
17073,79411,13983.71,Band D,0.79,2024-10-25
17074,155258,28801.4,Band C,0.85,2026-02-18
17075,197856,32322.54,Band A,1.1,2024-09-30
17076,120921,21506.84,Band B,0.78,2025-04-28
17077,157473,29194.65,Band A,1.2,2026-01-15
17078,92647,16836.34,Band E,1.12,2024-10-02
17079,198415,31740.97,Band B,0.79,2026-03-14
17080,104876,15095.99,Band C,1.02,2026-03-24
17081,112859,21051.9,Band A,0.83,2025-12-18
17082,55104,2602.54,Band D,0.99,2025-05-24
17083,102192,16528.79,Band E,1.02,2024-09-06
17084,69125,8303.31,Band C,1.03,2026-05-28
17085,154498,27615.57,Band D,0.86,2026-04-26
17086,201057,22711.82,Band A,0.93,2024-10-12
17087,106383,16274.04,Band B,0.88,2025-02-16
17088,86885,14990.08,Band D,0.95,2026-01-21
17089,171074,23098.98,Band C,1.24,2026-05-26
17090,95417,8189.47,Band B,1.01,2025-11-01
17091,100102,15681.71,Band A,0.98,2025-06-29
17092,124103,23741.61,Band B,0.81,2024-07-04
17093,151938,8413.54,Band C,1.17,2025-06-09
17094,190467,25237.5,Band C,0.75,2024-11-06
17095,172205,6430.03,Band E,1.14,2024-06-02
17096,122366,22410.64,Band B,0.84,2024-10-06
17097,144152,14474.83,Band D,0.97,2026-05-23
17098,109842,11320.73,Band A,1.14,2024-06-09
17099,127796,12968.71,Band A,0.85,2025-05-26
17100,146464,26258.28,Band C,1.0,2025-06-23
17101,70348,13322.63,Band B,0.83,2025-05-03
17102,144225,5252.86,Band D,1.02,2026-02-10
17103,139263,8175.93,Band E,0.75,2025-07-19
17104,88264,4448.99,Band C,0.81,2025-08-07
17105,65784,12983.7,Band D,0.81,2026-05-18
